Source;Target;Type
Philippines;Census;Directed
Census;Law and legislation;Directed
Peru (Viceroyalty);Population;Directed
Population;History;Directed
History;Sources;Directed
Hastings, Warren, 1732-1818;PoetryWomen;Directed
PoetryWomen;PoetryIndia;Directed
PoetryIndia;History;Directed
History;18th century;Directed
18th century;Poetry;Directed
Boston;Newspapers;Directed
Providence (R.I.);Newspapers;Directed
Providence County (R.I.);Newspapers;Directed
Providence (R.I.);Newspapers;Directed
Providence County (R.I.);Newspapers;Directed
Providence (R.I.);Newspapers;Directed
Providence County (R.I.);Newspapers;Directed
Providence (R.I.);Newspapers;Directed
Providence County (R.I.);Newspapers;Directed
Providence (R.I.);Newspapers;Directed
Providence County (R.I.);Newspapers;Directed
Providence (R.I.);Newspapers;Directed
Providence County (R.I.);Newspapers;Directed
Providence (R.I.);Newspapers;Directed
Providence County (R.I.);Newspapers;Directed
Providence (R.I.);Newspapers;Directed
Providence County (R.I.);Newspapers;Directed
Washington (D.C.);Newspapers;Directed
Washington (D.C.);Newspapers;Directed
Spain;Foreign relations;Directed
Foreign relations;1621-1665;Directed
Spain;History;Directed
History;Philip IV, 1621-1665;Directed
Philip IV, 1621-1665;Sources;Directed
Catholic Church;Prayers and devotions;Directed
Joachim, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Trinity;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Catholic Church;Prayers and devotions;Directed
Eschatology;Meditations;Directed
End of the world;Meditations;Directed
Death;Religious aspects;Directed
Religious aspects;Meditations;Directed
Devotional exercises;Catholic Church;Directed
Francis, of Paola, Saint, 1416-1507;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
John of God, Saint, 1495-1550;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Mary, Blessed Virgin, Saint;Prayers and devotionsCatholic Church;Directed
Prayers and devotionsCatholic Church;Prayers and devotions;Directed
Rosary, Our Lady of the;Prayers and devotions;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
John, of Nepomuk, Saint, ca. 1340-1393;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Jesus Christ;Passion;Directed
Passion;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Jesus Christ;Passion;Directed
Passion;Prayers and devotions;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Dominic, Saint, 1170-1221;Prayers and devotionsCatholic Church;Directed
Prayers and devotionsCatholic Church;Prayers and devotionsCSAIP;Directed
Ignatius, of Loyola, Saint, 1491-1556;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Rita, of Cascia, Saint, 1381?-1457;Prayers and devotionsCatholic Church;Directed
Prayers and devotionsCatholic Church;Prayers and devotionsCSAIP;Directed
Catholic Church;Discipline;Directed
Discipline;Papal documents;Directed
Catholic Church;Mexico;Directed
Inquisition;Mexico;Directed
Catholic Church;Prayers and devotionsCSAIP;Directed
Raphael (Archangel);Prayers and devotions;Directed
Law;Spain;Directed
Law;Spain;Directed
Spain;Colonies;Directed
Rochus, Saint, ca. 1350-ca. 1380;Prayers and devotions;Directed
Catholic Church;Prayers and devotionsCSAIP;Directed
Catholic Church;Missions;Directed
Missions;Mexico;Directed
Franciscans;Missions;Directed
Missions;Mexico;Directed
Confession;Catholic Church;Directed
Catholic Church;Handbooks, manuals, etc;Directed
Indians of Mexico;Missions;Directed
Nahuatl language;Texts;Directed
Indians of Mexico;Languages;Directed
Languages;Texts;Directed
Indian linguistics;Nahuatl language;Directed
Catholic Church;Missions;Directed
Missions;Mexico;Directed
Franciscans;Missions;Directed
Missions;Mexico;Directed
Catholic Church;Doctrines;Directed
Catholic Church;Discipline;Directed
Confession;Catholic Church;Directed
Catholic Church;Handbooks, manuals, etc;Directed
Sacraments;Catholic Church;Directed
Catholic Church;Handbooks, manuals, etc;Directed
Indians of Mexico;Missions;Directed
Nahuatl language;Texts;Directed
Indians of Mexico;Languages;Directed
Languages;Texts;Directed
Indian linguistics;Nahuatl language;Directed
Spain;History;Directed
History;Philip IV, 1621-1665;Directed
Philip IV, 1621-1665;Sources;Directed
Turkey;History;Directed
History;Murad IV, 1623-1640;Directed
Murad IV, 1623-1640;Sources;Directed
Catholic Church;Prayers and devotionsCSAIP;Directed
Lord's Supper;Prayers and devotions;Directed
Discalced Mercedarian sisters;Peru;Directed
Peru;Lima;Directed
Lima;Biography;Directed
Jesus Christ;Cult;Directed
Cult;Mexico;Directed
Catholic Church;Prayers and devotionsCSAIP;Directed
Mary, Blessed Virgin, Saint;Prayers and devotionsCatholic Church;Directed
Prayers and devotionsCatholic Church;Prayers and devotionsCSAIP;Directed
Catholic Church;Prayers and devotions;Directed
Catholic Church;Doctrines;Directed
Catholic Church;Missions;Directed
Missions;Mexico;Directed
Dominicans;Missions;Directed
Missions;Mexico;Directed
Tzotzil language;Texts;Directed
Indians of Mexico;Languages;Directed
Languages;Tzotzil;Directed
Indians of Mexico;Missions;Directed
Indian linguistics;Tzotzil language;Directed
Lutgardis, Saint, 1182-1246;Prayers and devotions;Directed
Catholic Church;Prayers and devotionsCSAIP;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Mary, Blessed Virgin, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Church music;Mexico;Directed
Church music;Mexico;Directed
Church music;Mexico;Directed
Catherine, of Alexandria, Saint;Prayers and devotions;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Mary, Blessed Virgin, Saint;Poetry;Directed
Poetry;Spanish;Directed
Confession;Catholic Church;Directed
Mary, Blessed Virgin, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Immaculate Conception;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Immaculate Conception;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Poetry;Directed
Poetry;Spanish;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Immaculate Conception;Poetry;Directed
Poetry;Spanish;Directed
Mary, Blessed Virgin, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Mary, Blessed Virgin, Saint;Assumption;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Mary, Blessed Virgin, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Feast of the Assumption of the Blessed Virgin Mary;Songs and music;Directed
Songs and music;Spanish;Directed
Catholic Church;Sermons;Directed
Franciscans;Mexico;Directed
Sermons;Mexico;Directed
Mary, Blessed Virgin, Saint;Assumption;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Mary, Blessed Virgin, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Feast of the Assumption of the Blessed Virgin Mary;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Immaculate Conception;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Assumption;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Feast of the Assumption of the Blessed Virgin Mary;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Assumption;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Feast of the Assumption of the Blessed Virgin Mary;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Assumption;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Feast of the Assumption of the Blessed Virgin Mary;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Assumption;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Feast of the Assumption of the Blessed Virgin Mary;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Assumption;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Mary, Blessed Virgin, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Assumption;Directed
Feast of the Assumption of the Blessed Virgin Mary;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Assumption;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Mary, Blessed Virgin, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Mary, Blessed Virgin, Saint;Assumption;Directed
Privilegium fori;Peru;Directed
Church and state;Peru;Directed
Peru;History;Directed
History;17th century;Directed
17th century;Sources;Directed
Privilegium fori;Peru;Directed
Church and state;Peru;Directed
Peru;History;Directed
History;17th century;Directed
17th century;Sources;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Francis, of Paola, Saint, 1416-1507;Prayers and devotionsCatholic Church;Directed
Prayers and devotionsCatholic Church;Prayers and devotionsCSAIP;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Damian, Saint, d. ca. 303;Prayers and devotionsCosmas, Saint;Directed
Prayers and devotionsCosmas, Saint;Prayers and devotionsCatholic Church;Directed
Prayers and devotionsCatholic Church;Prayers and devotionsCSAIP;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Hospital de San Bartolom (Lima, Peru);History;Directed
History;Sources;Directed
Sermons;Peru;Directed
Peru;Lima;Directed
Hospitals;Peru;Directed
Peru;Lima;Directed
Lima;History;Directed
History;Sources;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Lord's Supper;Catholic Church;Directed
Catholic Church;Prayers and devotions;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Peter, the Apostle, Saint;Cult;Directed
Cult;Mexico;Directed
Peter, the Apostle, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Grain trade;Peru;Directed
Peru;Commerce;Directed
Commerce;Chile;Directed
Chile;Commerce;Directed
Commerce;Peru;Directed
Hospital de San Lzaro (Lima, Peru);History;Directed
Leprosy;Hospitals;Directed
Hospitals;Peru;Directed
Peru;Lima;Directed
Lima;History;Directed
Hospital de San Lzaro (Lima, Peru);History;Directed
Leprosy;Hospitals;Directed
Hospitals;Peru;Directed
Peru;Lima;Directed
Lima;History;Directed
Hospital de San Lzaro (Lima, Peru);History;Directed
Leprosy;Hospitals;Directed
Hospitals;Peru;Directed
Peru;Lima;Directed
Lima;History;Directed
Catherine, of Alexandria, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Administrative law;Peru;Directed
Church and state;Peru;Directed
Peru;Politics and government;Directed
Politics and government;1548-1820;Directed
Peru;Church history;Directed
Church history;17th century;Directed
Administrative law;Peru;Directed
Church and state;Peru;Directed
Peru;Politics and government;Directed
Politics and government;1548-1820;Directed
Peru;Church history;Directed
Church history;17th century;Directed
Administrative law;Peru;Directed
Church and state;Peru;Directed
Peru;Politics and government;Directed
Politics and government;1548-1820;Directed
Peru;Church history;Directed
Church history;17th century;Directed
Indians, Treatment of;Peru;Directed
Indians, Treatment of;Peru;Directed
Peru;History;Directed
History;18th century;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Mary, Blessed Virgin, Saint;Poetry;Directed
Poetry;Spanish;Directed
Medicine;Mexico;Directed
Catholic Church;Mexico;Directed
Mexico;Bishops;Directed
Bishops;Biography;Directed
Sermons;Mexico;Directed
Mexico;Guadalajara;Directed
Spain;Officials and employees;Directed
Officials and employees;Biography;Directed
Biography;Sources;Directed
Grain trade;Peru;Directed
Peru;Commerce;Directed
Commerce;Chile;Directed
Chile;Commerce;Directed
Commerce;Peru;Directed
Grain trade;Peru;Directed
Peru;Commerce;Directed
Commerce;Chile;Directed
Chile;Commerce;Directed
Commerce;Peru;Directed
Latin language;Glossaries, vocabularies, etc;Directed
Law;Peru;Directed
Ecclesiastical law;Peru;Directed
Law;Peru;Directed
Ecclesiastical law;Peru;Directed
Catholic Church;Catechisms, Spanish;Directed
Catholic Church;Missions;Directed
Missions;Mexico;Directed
Mexico;Church history;Directed
Church history;16th century;Directed
Agnes, Saint, Martyr;Prayers and devotionsCatholic Church;Directed
Prayers and devotionsCatholic Church;Prayers and devotionsCSAIP;Directed
Jesus Christ;Cult;Directed
Cult;Mexico;Directed
Catholic Church;Prayers and devotionsCSAIP;Directed
Mary, Blessed Virgin, Saint;Prayers and devotionsCatholic Church;Directed
Prayers and devotionsCatholic Church;Prayers and devotionsCSAIP;Directed
Angeles, Nuestra Seora de los;Prayers and devotions;Directed
Juan de Sahagn, Saint, 1419-1479;Prayers and devotions;Directed
Catholic Church;Prayers and devotionsCSAIP;Directed
Eligius, Saint, 588-660;Prayers and devotionsCatholic Church;Directed
Prayers and devotionsCatholic Church;Prayers and devotionsCSAIP;Directed
Sacraments;Catholic Church;Directed
Catholic Church;Doctrines;Directed
Catholic Church;Catechisms;Directed
Catechisms;Spanish;Directed
Catholic Church;Missions;Directed
Missions;Mexico;Directed
Dominicans;Missions;Directed
Missions;Mexico;Directed
Indians of Mexico;Missions;Directed
Netherlands;History;Directed
History;Wars of Independence, 1556-1648;Directed
Colombia;History;Directed
History;To 1810;Directed
To 1810;Sources;Directed
Spain;Colonies;Directed
Colonies;America;Directed
America;Officials and employees;Directed
Officials and employees;Selection and appointment;Directed
Peru;Commerce;Directed
Commerce;History;Directed
History;17th century;Directed
17th century;Sources;Directed
Colette, Saint, 1381-1447;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Mary, Blessed Virgin, Saint;Songs and music;Directed
Songs and music;Spanish;Directed
Christian life;Catholic authors;Directed
Prayer;Catholic Church;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Mary, Blessed Virgin, Saint;Songs and music;Directed
Catholic Church;Prayers and devotions;Directed
Angeles, Nuestra Seora de los;Prayers and devotions;Directed
Anne (Mother of the Virgin Mary), Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Joseph, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Joseph, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Joseph, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Lord's Supper;Prayers and devotions;Directed
Jesus Christ;Face;Directed
Face;Prayers and devotions;Directed
Jesus Christ;Passion;Directed
Passion;Prayers and devotions;Directed
Veronica, Saint, 1st cent;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Teresa, of Avila, Saint, 1515-1582;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Toledo y Leyva, Pedro de, marqus de Mancera;Poetry;Directed
Clergy;Appointment, call, and election;Directed
Clergy;Appointment, call, and election;Directed
Jesus Christ;Art;Directed
Jesus Christ;Apparitions and miracles;Directed
Peru;Church history;Directed
Church history;Sources;Directed
Catholic Church. Diocese of Trujillo (Peru);History;Directed
History;18th century;Directed
18th century;Sources;Directed
Clergy;Appointment, call, and election;Directed
Peru;Church history;Directed
Church history;18th century;Directed
18th century;Sources;Directed
Sweden;History;Directed
History;Gustav II Adolf, 1611-1632;Directed
Mapuche Indians;Wars, 1631;Directed
Chile;History;Directed
History;1565-1810;Directed
1565-1810;Sources;Directed
Jesus Christ;Passion;Directed
Passion;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Discalced Carmelite Nuns;Mexico;Directed
Mexico;Sermons;Directed
Bible. N.T. Matthew XXVIII, 20;Criticism, interpretation, etc;Directed
Sermons;Mexico;Directed
Mexico;Guadalajara;Directed
Catholic Church;Peru;Directed
Peru;History;Directed
History;Sources;Directed
Quechua language;Texts;Directed
Indian linguistics;Quechua language;Directed
Monica, Saint, d. 387;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Providence and government of God;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Anthony, of Padua, Saint, 1195-1231;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Clare, of Assisi, Saint, 1194-1253;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Joseph, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Peter, of Alcantara, Saint, 1499-1562;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Spain;Colonies;Directed
Colonies;America;Directed
America;Officials and employees;Directed
Officials and employees;Selection and appointment;Directed
Mexico;Officials and employees;Directed
Officials and employees;Selection and appointment;Directed
Peru;Officials and employees;Directed
Officials and employees;Selection and appointment;Directed
Peter, the Apostle, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Francis, of Assisi, Saint;1182-1226;Directed
1182-1226;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Rojas, Simn de, 1552-1624;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Nuestra Seora de Copacabana;Art;Directed
Nuestra Seora de Copacabana;Poetry;Directed
Bailn, Pascual, Saint, 1540-1592;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Jesus Christ;Blood;Directed
Blood;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Mapuche Indians;Wars;Directed
Chile;History;Directed
History;1565-1810;Directed
Valdivia (Chile);History;Directed
Thirty Years' War, 1618-1648;Sources;Directed
Europe;History;Directed
History;17th century;Directed
17th century;Sources;Directed
Spain;History;Directed
History;Philip IV, 1621-1665;Directed
Philip IV, 1621-1665;Sources;Directed
Spain;History;Directed
History;Philip IV, 1621-1665;Directed
Philip IV, 1621-1665;Sources;Directed
Portugal;History;Directed
History;John IV, 1640-1656;Directed
John IV, 1640-1656;Sources;Directed
Catholic Church. Archdiocese of Lima (Peru);History;Directed
History;17th century;Directed
17th century;Sources;Directed
Camillus, de Lellis, Saint, 1550-1614;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Catholic Church. Archdiocese of Lima;History;Directed
History;17th century;Directed
17th century;Sources;Directed
Jesus Christ;Passion;Directed
Passion;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Dominic, Saint, 1170-1221;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Catholic Church. Archdiocese of Lima (Peru);History;Directed
History;17th century;Directed
17th century;Sources;Directed
Indian linguistics;Quechua language;Directed
Indians of South America;Peru;Directed
Peru;Religion;Directed
Indians, Treatment of;Peru;Directed
Idols and images;Peru;Directed
Peru;Worship;Directed
Peru;Church history;Directed
Church history;17th century;Directed
17th century;Sources;Directed
Gonzaga, Luigi, Saint, 1568-1591;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Bailn, Pascual, Saint, 1540-1592;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Anastasius, the Persian, Saint, d. 628;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Catholic Church. Archdiocese of Lima (Peru);History;Directed
History;17th century;Directed
17th century;Sources;Directed
Indian linguistics;Quechua language;Directed
Indians of South America;Peru;Directed
Peru;Religion;Directed
Idols and images;Peru;Directed
Peru;Worship;Directed
Peru;Church history;Directed
Church history;17th century;Directed
17th century;Sources;Directed
Catholic Church. Archdiocese of Lima (Peru);History;Directed
History;17th century;Directed
17th century;Sources;Directed
Indian linguistics;Quechua language;Directed
Indian mythology;Peru;Directed
Indians of South America;Peru;Directed
Peru;Religion;Directed
Idols and images;Peru;Directed
Peru;Worship;Directed
Peru;Church history;Directed
Church history;17th century;Directed
17th century;Sources;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Canons, Cathedral, collegiate, etc.;Peru;Directed
Peru;Lima;Directed
Lima;History;Directed
History;Sources;Directed
Anne (Mother of the Virgin Mary), Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Colombia;History;Directed
History;Insurrection of the Comuneros, 1781;Directed
Insurrection of the Comuneros, 1781;Sources;Directed
Joachim, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Jesus Christ;Blood;Directed
Blood;Prayers and devotions;Directed
Jesus Christ;Passion;Directed
Passion;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Peter Martyr, Saint, ca. 1205-1252;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Auto-da-fe;Peru;Directed
Peru;Lima;Directed
Lima;1733;Directed
Inquisition;Peru;Directed
Peru;Lima;Directed
Lima;History;Directed
History;Sources;Directed
Jesuits;Peru;Directed
Peru;Biography;Directed
Biography;Sources;Directed
Jesus Christ;Crucifixion;Directed
Crucifixion;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Christian life;Catholic authors;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Jesus Christ;Devotional literature;Directed
Catholic Church;Prayers and devotions;Directed
God;Wrath;Directed
Earthquakes;Ecuador;Directed
Ecuador;Quito;Directed
Quito;1755;Directed
Ignatius, of Loyola, Saint, 1491-1556;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Pulcheria, Empress of the East, 399-453;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Death;Religious aspects;Directed
Christian life;Catholic authors;Directed
Mary Magdalene, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Joseph, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Eligius, Saint, 588-660;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Earthquakes;Portugal;Directed
Portugal;Lisbon;Directed
Lisbon;1755;Directed
God;Wrath;Directed
Hippolytus, Antipope, ca. 170-235 or 6;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Andrew, Apostle, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Mary Magdalene, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Jesuits;Peru;Directed
Peru;Biography;Directed
Biography;Sources;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Laziosi, Peregrine, Saint, 1260-1345;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Alacoque, Marguerite Marie, Saint, 1647-1690;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Peter, of Alcantara, Saint, 1499-1562;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Rochus, Saint, ca. 1350-ca. 1380;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Camillus, de Lellis, Saint, 1550-1614;Prayers and devotions;Directed
